id,company_code,address,latitude,longitude,working_hours,phone,hotline,services,direction_link
21,205124346,Davit Agmashenebeli alley N81,41.776679,44.7692,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/nctD7gENUy8sfJ8H6
22,205124346,"Zestafoni district, Argveta village",42.147452,42.9652551,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/ACEWDPUaiSiVBVk86
23,205124346,Odyssey Dimitriadis N5,41.6573551,41.6756966,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/B8yxrDrBKDs1JV8v6
24,205124346,"Okrokana village, Kojri highway N12",41.6830499,44.7751648,24/7,+995322557557,*1000,Supermarket,https://maps.app.goo.gl/19PmNzyML9DzkDsm9
25,205124346,Davit Agmashenebeli N89,42.49467166,41.85979,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/Vj6Q6aY8TuYpBcdYA
26,205124346,Nikia st. No. 16,42.241619,42.692084,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/gC4feWnS34T8kBrJ6
27,205124346,"Saguramo village, Mtskheti district",41.882043,44.734401,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/tyfWsiDm5TWQYBjK6
28,205124346,Heydar Aliyev beach N13,41.728985,44.776581,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/f3org3BRy9JYURUe9
29,205124346,Next to Juli Shartava N4,41.565126,44.973962,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/n12YQf1eQ57qrsk59
30,205124346,Marshalli Gelovani Avenue N35,41.7541055,44.7694712,24/7,+995322557557,*1000,"Hot-Dog Campaign, Booth",https://maps.app.goo.gl/sb2js2WdPj54QTtW9
32,205124346,Vazha-Pshavela avenue N27d,41.7267788,44.7564,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/unT5PASsr68jXhKf8
33,205124346,Mikheil Tamarashvili Street N4 Z,41.71534,44.745415,24/7,+995322557557,*1000,Supermarket,https://maps.app.goo.gl/S9zfwbGKFFPM55E16
34,205124346,"Davit Sarajishvili avenue, adjacent to the winery",41.7873196,44.8000279,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/eqccfqXUv2CCVAHX7
35,205124346,Near Bebriscikhi,41.8576004,44.722423,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/XjaKGofm1fjurqC79
36,205124346,George Bush N64,41.690505,44.84036,24/7,+995322557557,*1000,Supermarket,https://maps.app.goo.gl/dvHhpi4EikcseiQY9
37,205124346,"Right bank of Mtkvari, near Gogilo bath",41.6857763,44.8233485,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/Urr5v6jrPmuBSauq9
38,205124346,Kutaisi airport building,42.1817872,42.4643827,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/y2iG8WCoUjxDGd8i6
39,205124346,Tamar Mefi N19,42.3339188,43.4110292,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/dNecPDhkwEPSH4YF6
40,205124346,"Kakheti Highway, near the Cosmonauts Monument.",41.68475,44.88947,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/goiBMpgjxQsTH2ys8
41,205124346,"Ozurgeti district, Ureki",41.99224166,41.78149166,24/7,+995322557557,*1000,"Hot-Dog Campaign, Booth",https://maps.app.goo.gl/7rtcPU7xEgX2YfBH7
43,205124346,"Tornike Eristavi N8, near ""Didube"" metro station",41.74828666,44.78037833,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/wFLumHy377AfeHdQA
44,205124346,Tengiz Sheshelidze N7a,41.78493833,44.79618833,24/7,+995322557557,*1000,Supermarket,https://maps.app.goo.gl/ZprAiNWpR9xZQrJr8
45,205124346,Davit Agmashenebeli street,41.861528,43.41287,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/nKdb2V2oaKaNW74m7
46,202161098,Near Khetagurov N40,41.6989341,44.8087756,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/xm6KVyMNWLc5t1iu7
47,202161098,"Davit Sarajishvili avenue, adjacent to the winery",41.7873196,44.8000279,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/MwmVRxZVLucTXn6z5
48,202161098,Airport Highway N92,41.6249158,41.6109074,24/7,+995322915315,*1000,Self Service,https://maps.app.goo.gl/iUZfYhPgsyUPr2MY8
49,202161098,"Zestafoni district, Argveta village",42.147452,42.9652551,24/7,+995322915315,*1000,"Standart, Power Charger",https://maps.app.goo.gl/i8qY8CpjmNxwFutp9
50,202161098,Apsaros Highway N6,41.5856487,41.5908052,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/oHoXZ77H7BMyJsuu5
51,202161098,Davit Agmashenebeli N115 d,41.3992024,43.488417,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/vFYrnXVjDhwaXbtL8
52,202161098,Tamarashvili N1,41.6433644,42.9824952,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/XJcJA1UvVBpqqTw29
53,202161098,Tbel - Abuseridze N37,41.6347414,41.6145228,24/7,+995322915315,*1000,"Standart, Power Charger",https://maps.app.goo.gl/fjN6vUTBy2Htpdto7
54,202161098,Odyssey Dimitriadis N5,41.6573551,41.6756966,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/B8yxrDrBKDs1JV8v6
55,202161098,Tbel-Abuseridze N22 a,41.6352903,41.6163938,24/7,+995322915315,*1000,Self Service,https://maps.app.goo.gl/k78LM5LkLkfcWzki6
56,202161098,Airport highway N183,41.609257,41.613774,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/T9vNhyovNyZgfh397
57,202161098,Leonidze Street N 4 d,41.6236335,41.6241182,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/477H576bJqeS4taP6
58,202161098,Pushkini N77,41.6411842,41.6319975,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/uEwcofTBodraJxPJ8
60,202161098,Tamar Mefi Street N2,42.070455,42.823563,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/9pVwL4CkX3wHkq4n6
61,202161098,Davit Agmashenebeli street,41.861528,43.41287,24/7,+995322915315,*1000,"Standart, Power Charger",https://maps.app.goo.gl/zNgUFMiUzh7YjjKt9
62,202161098,Shalva Nutsubidze Street N121e,41.727166,44.734297,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/spSnfDxUQ2DFBp9LA
63,202161098,"Gardabani, Davit Agmashenebeli street",41.4702,45.0838676,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/Xw8PWnLUpCC2Jxw69
64,202161098,Tengiz Sheshelidze N7a,41.78493833,44.79618833,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/YVfCjgsfzkBTytsf7
65,202161098,Ilia Vekua Street N 42,41.8014632,44.8263011,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/iyyJoS8UQpFVbzLj7
66,202161098,Omar Khizanishvili Street N 10,41.79184,44.81478833,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/iyyJoS8UQpFVbzLj7
67,202161098,"Right bank of Mtkvari, near Gogilo bath",41.6857763,44.8233485,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/5myrjh9fnK55je6V6
68,202161098,"Kazbegi district, Gudauri township",42.4625,44.48131,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/d38YW8pGwGLDHdqf8
69,202161098,"Tornike Eristavi N8, near ""Didube"" metro station",41.74828666,44.78037833,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/yKX5onZTwc4286JV9
70,202161098,Davit Agmashenebeli alley N 182,41.7863602,44.7686568,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/TzxpiVQiF9B6W6pm7
71,202161098,Cosmonauts beach N 35,41.7320007,44.775307,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/TtguSwVhs41by9Rz9
72,202161098,Mikheil Tamarashvili Street N4 Z,41.71534,44.745415,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/njMLPRV9MGTR3Q3RA
73,202161098,Vazha-Pshavela avenue N27d,41.7267788,44.7564,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/UP5MVyjeqCU5yWBr7
74,202161098,Javakheti Street N132,41.6953214,44.869547,24/7,+995322915315,*1000,Self Service,https://maps.app.goo.gl/2T8VPGMtfpG8LFmt6
75,202161098,Marshall Gelovani Avenue N 60,41.7594083,44.7682366,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/wBvimeW1XQjD5Pjh9
76,202161098,Archil and Yuza Tskitishvili street N 2,42.1126577,43.0243425,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/Xzk7wUGyaj7PA9KU8
77,202161098,"Merab Kostava Street N64, near the zoo",41.71391833,44.77996833,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/sLgJaRrXDW2593LJ7
78,202161098,Davit Agmashenebeli N89,42.49467166,41.85979,24/7,+995322915315,*1000,Smart Pay,https://maps.app.goo.gl/bHyTELd5og3xdubR6
79,202161098,Shota Rustaveli N167,42.5092296,41.85999,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/VKZKfsmJGBjSvyur8
80,202161098,Shota Rustaveli N328,42.5012558,41.8440645,24/7,+995322915315,*1000,Self Service,https://maps.app.goo.gl/2bdPdpuFANmqkoeAA
81,202161098,Davit Agmashenebeli Street N60 a,41.92521,45.4709483,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/APd7gocysdn1zaKv9
82,202161098,Shota Rustaveli N122,41.9187966,45.49624,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/tr6feyWGGo3bAQ4F7
83,202161098,Chargli Street N 122 A,41.7770235,44.8056864,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/qBQGJYgFftCEKGD36
84,202161098,Ketevan Tsamuli Avenue N65 v,41.6863589,44.8386926,24/7,+995322915315,*1000,Self Service,https://maps.app.goo.gl/5Jfbu7arP9G1D4pt9
85,202161098,opposite Ketevan Tsamuli Avenue N71,41.6861283,44.8492133,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/3AUZuma9NYMhFqRY8
87,202161098,Javakheti Street N 3,41.6815778,44.8708336,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/qnZxUhKgks7mHL2y7
88,202161098,"Kakheti highway to ""Tsekunki"" University. I'm following the base.",41.6926054,44.9671455,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/zAMoEE9p355qgfMJ6
89,202161098,26 May street,41.4867314,44.7978597,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/Cs2mh6ANyt5ZrwgL6
90,202161098,Zurab Anjafaridze Street N 35,41.7189474,44.7176706,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/5Sr7FM1BJZVcrxy18
91,202161098,Davit Agmashenebeli alley N145,41.793759,44.7708161,24/7,+995322915315,*1000,"Standart, Power Charger",https://maps.app.goo.gl/vqzrMpX8SxQFH3458
92,202161098,Davit Agmashenebeli alley N81,41.776679,44.7692,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/ShzvuZXDPGgnHvij9
93,202161098,George Bush N64,41.690505,44.84036,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/ixNJbahLTGXsDXyd7
94,202161098,Erekle Farjiani N29,43.040563,42.7110729,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/cxqBpdn13nWNXe1D9
95,202161098,"Cosmonauts beach N9, near Mushtaidi",41.7206414,44.7858626,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/9DuvZBixrU5MkbYT9
96,202161098,Aleksi Gobronidze Street N6,41.7892706,44.8184026,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/eyCk2ru6nyAa9uwq9
97,202161098,Near Bebriscikhi,41.8576004,44.722423,24/7,+995322915315,*1000,Smart Pay,https://maps.app.goo.gl/B4ndrnKgDToRWHXd9
98,202161098,Tsotne Dadiani N134 st,41.7381084,44.7948125,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/noQ5gy6nmbZHyfwT9
99,202161098,Nikia st. No. 16,42.241619,42.692084,24/7,+995322915315,*1000,Smart Pay,https://maps.app.goo.gl/p6MKjExAEqj4dxiK6
100,202161098,St. George N2,41.9138561,42.0016261,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/9M7gjWy9r1tLoDFr6
101,202161098,"Okrokana village, Kojri highway N12",41.6830499,44.7751648,24/7,+995322915315,*1000,Smart Pay,https://maps.app.goo.gl/orD9qySsoyZgBrCu7
102,202161098,"Kakheti Highway, near the Cosmonauts Monument.",41.68475,44.88947,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/Kw3x9mauE86UyFNT9
103,202161098,Tskhinvali highway,41.9966457,44.1117404,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/ur2FEb86995bc79i9
104,202161098,Next to Juli Shartava N4,41.565126,44.973962,24/7,+995322915315,*1000,Smart Pay,https://maps.app.goo.gl/1FBihUJCpnXpUeTf6
105,202161098,"Saguramo village, Mtskheti district",41.882043,44.734401,24/7,+995322915315,*1000,Smart Pay,https://maps.app.goo.gl/ubCGa23rthQ41eLb7
106,202161098,Republic Street N8,42.16563333,42.34723833,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/kYFEz7HBpQ7jj33z7
107,202161098,Guramishvili avenue N39,41.7789367,44.7962156,24/7,+995322915315,*1000,Self Service,https://maps.app.goo.gl/od1RJkk3bjexqkG48
108,202161098,Tamar Mefi N19,42.3339188,43.4110292,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/raDEzbsxCLAJ12279
109,202161098, peace N168,42.26659666,42.07082333,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/8E8YvsS93fqxQLBP7
110,202161098,Marshalli Gelovani Avenue N35,41.7541055,44.7694712,24/7,+995322915315,*1000,Self Service,https://maps.app.goo.gl/cxXEqKdi8jWvGKCaA
111,202161098,Eka Bezhanishvili N24,41.6116027,45.9233785,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/hYSXiP9fuuiWVmUv6
112,202161098,"Gori district, Tiniskhid village",42.0159252,44.064069,24/7,+995322915315,*1000,"Standart, Power Charger",https://maps.app.goo.gl/WGqo2p73S1GWL9Bo9
113,202161098,"Ozurgeti district, Ureki",41.99224166,41.78149166,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/qwUcwPFGdZNPQ76h8
114,202161098,Samegrelo square,42.1475015,41.6808654,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/6BpgnfVx8sBiqTyA8
115,202161098,Kokaia alley,42.173575,41.6799154,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/y8SvoWyhLuoCMGnh6
116,202161098,Gegidze N2,42.1510745,41.6708189,24/7,+995322915315,*1000,Self Service,https://maps.app.goo.gl/P3MFyg5a7LaZfqQb7
117,202161098,Petre Kavtaradze N16,41.721872,44.737144,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/yFQahZ8oBXouMpuf9
118,202161098,Shota Rustaveli N26,41.81416666,41.77797333,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/ij3MokGz4zA4ii579
119,202161098,Heydar Aliyev beach N13,41.728985,44.776581,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/xMsReSr9gnNa4LTe8
120,202161098,Shota Rustaveli N 172 a,42.2557055,42.6626858,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/2mEbtvctgJq1Lwg48
121,202161098,Lado Asatiani N98,42.2491099,42.6931748,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/zU5qWHgtXyugQEG28
122,202161098,Automshebel Street N47,42.2590005,42.6236486,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/kcRct23rGHqaLAiB7
123,202161098,Grishashvili N30,42.26747,42.69421,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/v8qWqQy4NxZvNfSM6
124,202161098,Juli Shartava 3rd lane N12,42.2619093,42.6733044,24/7,+995322915315,*1000,Self Service,https://maps.app.goo.gl/1FBihUJCpnXpUeTf6
125,202161098,Davit and Konstantine Mkheidzeeb street N15 a,42.2752431,42.7034093,24/7,+995322915315,*1000,Self Service,https://maps.app.goo.gl/ykEwL9GbvfBmGsRT7
126,202161098,Ilia Chavchavadze N43,41.9437095,45.8150244,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/Vu6s7wCbhzXcFpyh7
127,202161098,"Chokhatauri, April 9 Street",42.0206383,42.2433666,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/LibyjctQHdxowCP86
128,202161098,Kostava N13,41.6016224,44.1049467,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/b7JnFQ6LMaUand9u5
129,202161098,"Khashuri district, Osiauri village",41.99513,43.63882333,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/4AzcUnVRQDGkBiAi6
130,202161098,Fridon Khalvashi Avenue N308,41.5884983,41.647904,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/krRV8epjqfG5pC2n8
131,202161098,Fridon Khalvashi Avenue N63,41.616713,41.619796,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/SfnDNrSnmTVDn5yX6
132,404878806,opposite Ketevan Tsamuli Avenue N71,41.6861283,44.8492133,24/7,+995322470202,*1000,Service Center,https://goo.gl/maps/by7GPmpS2q8qEDHK6
133,404878806, Beliashvili St. N125,41.7768186,44.7814002,24/7,+995322470202,*1000,Service Center,
134,404878806, Avchal St. N86,41.8257276,44.7469918,24/7,+995322470202,*1000,Truck Service Center,
135,404878806,Heydar Aliyev beach N13,41.728985,44.776581,24/7,+995322470202,*1000,Service Center,https://maps.app.goo.gl/f3org3BRy9JYURUe9
136,439868458,"Davit Sarajishvili avenue, adjacent to the winery",41.7873196,44.8000279,24/7,+995322470202,*1000,Service Center,https://maps.app.goo.gl/eqccfqXUv2CCVAHX7
138,404878806,"Merab Kostava Street N64, near the zoo",41.71391833,44.77996833,24/7,+995322470202,*1000,Service Center,https://goo.gl/maps/1kKkC4QK8nwGCndQ6
142,205124346,"Batumi, Tbel-Abuseridze N22 a",41.6352903,41.6163938,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/3Cz4QfkdvVpVUYvk7
143,205124346,Kutaisi airport building,42.1817872,42.4643827,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/y2iG8WCoUjxDGd8i6
152,202161098,,41.627659,42.1731111,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/W1FiqBhaYkKr45WA7
172,202161098,Ilia Vekua Street N 42,41.8014632,44.8263011,24/7,+995322915315,*1000,CNG,https://maps.app.goo.gl/iyyJoS8UQpFVbzLj7
183,202161098,Nikia st. No. 16,42.241619,42.692084,24/7,+995322915315,*1000,CNG,https://maps.app.goo.gl/p6MKjExAEqj4dxiK6
184,202161098,"Khashuri district, Osiauri village",41.99513,43.63882333,24/7,+995322915315,*1000,CNG,https://maps.app.goo.gl/4AzcUnVRQDGkBiAi6
185,202161098,Davit Agmashenebeli street,41.861528,43.41287,24/7,+995322915315,*1000,CNG,https://maps.app.goo.gl/zNgUFMiUzh7YjjKt9
186,202161098,"Zestafoni district, Argveta village",42.147452,42.9652551,24/7,+995322915315,*1000,CNG,https://maps.app.goo.gl/i8qY8CpjmNxwFutp9
187,202161098,Tamar Mefi N19,42.3339188,43.4110292,24/7,+995322915315,*1000,CNG,https://maps.app.goo.gl/raDEzbsxCLAJ12279
188,202161098,"Gori district, Tiniskhid village",42.0159252,44.064069,24/7,+995322915315,*1000,CNG,https://maps.app.goo.gl/WGqo2p73S1GWL9Bo9
189,202161098,Tamar Mefi N10,42.1143577,43.0315345,24/7,+995322915315,*1000,CNG,https://maps.app.goo.gl/SL6XhqHN4DHepRN89
190,202161098,Davit Agmashenebeli N89,42.49467166,41.85979,24/7,+995322915315,*1000,CNG,https://maps.app.goo.gl/tCouvjuNGV4zuTjv8
191,202161098,Davit Agmashenebeli Street N60 a,41.92521,45.4709483,24/7,+995322915315,*1000,CNG,https://maps.app.goo.gl/APd7gocysdn1zaKv9
192,202161098,"Kakheti highway to ""Tsekunki"" University. I'm following the base.",41.6926054,44.9671455,24/7,+995322915315,*1000,CNG,https://maps.app.goo.gl/zAMoEE9p355qgfMJ6
193,202161098,Davit Agmashenebeli alley N145,41.793759,44.7708161,24/7,+995322915315,*1000,CNG,https://maps.app.goo.gl/vqzrMpX8SxQFH3458
194,202161098,Tbel-Abuseridze N22 a,41.6352903,41.6163938,24/7,+995322915315,*1000,CNG,https://maps.app.goo.gl/ZoSNAFbpVjuxuymK9
202,404878806,Davit Agmashenebeli N89,42.49467166,41.85979,24/7,+995322470202,*1000,Service Center,https://maps.app.goo.gl/Vj6Q6aY8TuYpBcdYA
203,205124346,Airport highway N183,41.609257,41.613774,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/4b5P9jgFw3ofEoS77
212,205124346,Republic Street N8,42.16563333,42.34723833,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/XEuqt4dv5H2WovKq7
223,205124346,Kokaia alley,42.173575,41.6799154,24/7,+995322557557,*1000,Supermarket,https://maps.app.goo.gl/y8SvoWyhLuoCMGnh6
232,205124346,Zurab Anjafaridze Street N 35,41.7189474,44.7176706,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/5Sr7FM1BJZVcrxy18
242,404878806,Nikia st. No. 16,42.241619,42.692084,24/7,+995322470202,*1000,Service Center,https://maps.app.goo.gl/p6MKjExAEqj4dxiK6
252,205124346,"Gori district, Tiniskhid village",42.0159252,44.064069,24/7,+995322557557,*1000,Booth,https://maps.app.goo.gl/EevvwKnJU2VVSwC28
262,205124346,"Merab Kostava Street N64, near the zoo",41.71391833,44.77996833,24/7,+995322557557,*1000,"Hot-Dog Campaign, Booth",https://goo.gl/maps/1kKkC4QK8nwGCndQ6
272,205124346,,42.1817872,42.4643827,24/7,+995322557557,*1000,"Hot-Dog Campaign, Booth",https://maps.app.goo.gl/y2iG8WCoUjxDGd8i6
282,205124346,"Khashuri district, Osiauri village",41.99513,43.63882333,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/4AzcUnVRQDGkBiAi6
292,205124346,,41.6989341,44.8087756,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/xm6KVyMNWLc5t1iu7
302,205124346,Shota Rustaveli N122,41.9187966,45.49624,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/tr6feyWGGo3bAQ4F7
312,205124346,Grishashvili N30,42.26747,42.69421,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/v8qWqQy4NxZvNfSM6
313,404878806,Apsaros Highway N6,41.5856487,41.5908052,24/7,+995322470202,*1000,Service Center,https://maps.app.goo.gl/fAB9Dr1mDYYDYxqq6
322,205124346,Archil and Yuza Tskitishvili street N 2,42.1126577,43.0243425,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/Xzk7wUGyaj7PA9KU8
332,205124346,Cosmonauts beach N 35,41.7320007,44.775307,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/TtguSwVhs41by9Rz9
333,205124346,Tskhinvali highway,41.9966457,44.1117404,24/7,+995322557557,*1000,"Hot-Dog Campaign, Booth",https://maps.app.goo.gl/ur2FEb86995bc79i9
335,205124346,Fridon Khalvashi Avenue N63,41.616713,41.619796,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/SfnDNrSnmTVDn5yX6
375,404878806,"Telavi, village Vardisubani",41.9272234,45.4570568,24/7,+995322470202,*1000,Service Center,https://maps.app.goo.gl/LXzbQRiVQyxWW3Nf9
382,205124346,Ilia Chavchavadze Avenue N74b.,41.71098457,44.75365866,24/7,+995322557557,*1000,Main,https://maps.app.goo.gl/woyDiF39jU6S89jM8
383,404878806,Ilia Chavchavadze Avenue N74b.,41.71098457,44.75365866,24/7,+995322470202,*1000,Main,https://maps.app.goo.gl/woyDiF39jU6S89jM8
393,439868458,,41.7873196,44.8000279,24/7,+995322470202,*1000,Main,https://maps.app.goo.gl/eqccfqXUv2CCVAHX7
402,202161098,"Dusheti district, Zhinvali township",42.1091682,44.7739206,24/7,+995322915315,*1000,Standart,https://maps.app.goo.gl/6mF6Qbq4ePTugnSp6
422,205124346,"Dusheti district, Zhinvali township",42.1091682,44.7739206,24/7,+995322557557,*1000,"Supermarket, Hot-Dog Campaign",https://maps.app.goo.gl/6mF6Qbq4ePTugnSp6
